"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Union","Union","Union County","19175","IA","Iowa","41.0277","-94.2424","12303"
"Fulton","Fulton","Fulton County","05049","AR","Arkansas","36.3816","-91.8182","12301"
"Lunenburg","Lunenburg","Lunenburg County","51111","VA","Virginia","36.9462","-78.2406","12294"
"Powell","Powell","Powell County","21197","KY","Kentucky","37.8311","-83.8237","12283"
"Yalobusha","Yalobusha","Yalobusha County","28161","MS","Mississippi","34.0282","-89.7076","12276"
"Crawford","Crawford","Crawford County","13079","GA","Georgia","32.7145","-83.9863","12267"
"Grundy","Grundy","Grundy County","19075","IA","Iowa","42.4019","-92.7914","12262"
"Menard","Menard","Menard County","17129","IL","Illinois","40.0274","-89.8022","12261"
"Meigs","Meigs","Meigs County","47121","TN","Tennessee","35.5129","-84.8133","12237"
"Conecuh","Conecuh","Conecuh County","01035","AL","Alabama","31.4293","-86.9937","12219"
"Edmonson","Edmonson","Edmonson County","21061","KY","Kentucky","37.2088","-86.2386","12195"
"Bollinger","Bollinger","Bollinger County","29017","MO","Missouri","37.3222","-90.0259","12181"
"Madison","Madison","Madison County","29123","MO","Missouri","37.4781","-90.3450","12176"
"Live Oak","Live Oak","Live Oak County","48297","TX","Texas","28.3514","-98.1248","12175"
"Boundary","Boundary","Boundary County","16021","ID","Idaho","48.7669","-116.4629","12156"
"Northumberland","Northumberland","Northumberland County","51133","VA","Virginia","37.8874","-76.4195","12151"
"Lewis","Lewis","Lewis County","47101","TN","Tennessee","35.5273","-87.4931","12131"
"Poquoson","Poquoson","Poquoson City","51735","VA","Virginia","37.1318","-76.3568","12121"
"Red River","Red River","Red River County","48387","TX","Texas","33.6207","-95.0503","12115"
"Colfax","Colfax","Colfax County","35007","NM","New Mexico","36.6061","-104.6468","12106"
"Jefferson","Jefferson","Jefferson County","30043","MT","Montana","46.1485","-112.0938","12069"
"Washington","Washington","Washington County","21229","KY","Kentucky","37.7534","-85.1748","12044"
"Prowers","Prowers","Prowers County","08099","CO","Colorado","37.9552","-102.3934","12035"
"Linn","Linn","Linn County","29115","MO","Missouri","39.8702","-93.1072","12004"
"Rains","Rains","Rains County","48379","TX","Texas","32.8704","-95.7934","12001"
"Okfuskee","Okfuskee","Okfuskee County","40107","OK","Oklahoma","35.4654","-96.3228","11987"
"Perry","Perry","Perry County","28111","MS","Mississippi","31.1720","-88.9923","11981"
"Chickasaw","Chickasaw","Chickasaw County","19037","IA","Iowa","43.0600","-92.3177","11970"
"Charlotte","Charlotte","Charlotte County","51037","VA","Virginia","37.0116","-78.6616","11953"
"Morgan","Morgan","Morgan County","49029","UT","Utah","41.0893","-111.5732","11950"
"Zavala","Zavala","Zavala County","48507","TX","Texas","28.8662","-99.7605","11930"
"Blackford","Blackford","Blackford County","18009","IN","Indiana","40.4736","-85.3248","11926"
"Franklin","Franklin","Franklin County","12037","FL","Florida","29.8764","-84.8140","11914"
"Skamania","Skamania","Skamania County","53059","WA","Washington","46.0230","-121.9148","11906"
"Chippewa","Chippewa","Chippewa County","27023","MN","Minnesota","45.0223","-95.5667","11876"
"DeKalb","DeKalb","DeKalb County","29063","MO","Missouri","39.8932","-94.4047","11872"
"Marion","Marion","Marion County","20115","KS","Kansas","38.3589","-97.0969","11865"
"Northampton","Northampton","Northampton County","51131","VA","Virginia","37.3430","-75.8770","11826"
"Towns","Towns","Towns County","13281","GA","Georgia","34.9167","-83.7373","11815"
"Big Horn","Big Horn","Big Horn County","56003","WY","Wyoming","44.5267","-107.9952","11809"
"Lake","Lake","Lake County","26085","MI","Michigan","43.9901","-85.8016","11805"
"Sanders","Sanders","Sanders County","30089","MT","Montana","47.6748","-115.1333","11804"
"Lyon","Lyon","Lyon County","19119","IA","Iowa","43.3805","-96.2102","11800"
"Washington","Washington","Washington County","37187","NC","North Carolina","35.8226","-76.5775","11788"
"Heard","Heard","Heard County","13149","GA","Georgia","33.2970","-85.1283","11785"
"Teton","Teton","Teton County","16081","ID","Idaho","43.7594","-111.2076","11776"
"Jackson","Jackson","Jackson County","47087","TN","Tennessee","36.3592","-85.6731","11767"
"Ward","Ward","Ward County","48475","TX","Texas","31.5095","-103.1025","11745"
"Blanco","Blanco","Blanco County","48031","TX","Texas","30.2664","-98.3999","11733"
"Barton","Barton","Barton County","29011","MO","Missouri","37.5023","-94.3471","11732"
"Owyhee","Owyhee","Owyhee County","16073","ID","Idaho","42.5814","-116.1699","11724"
"Decatur","Decatur","Decatur County","47039","TN","Tennessee","35.6030","-88.1088","11663"
"Juab","Juab","Juab County","49023","UT","Utah","39.7027","-112.7848","11623"
"Grant","Grant","Grant County","54023","WV","West Virginia","39.1051","-79.1956","11565"
"Custer","Custer","Custer County","30017","MT","Montana","46.2527","-105.5717","11563"
"Marshall","Marshall","Marshall County","17123","IL","Illinois","41.0332","-89.3448","11562"
"Shelby","Shelby","Shelby County","19165","IA","Iowa","41.6851","-95.3102","11544"
"Desha","Desha","Desha County","05041","AR","Arkansas","33.8309","-91.2551","11538"
"Ramsey","Ramsey","Ramsey County","38071","ND","North Dakota","48.2689","-98.7201","11521"
"Gates","Gates","Gates County","37073","NC","North Carolina","36.4449","-76.7005","11519"
"Morrow","Morrow","Morrow County","41049","OR","Oregon","45.4190","-119.5844","11425"
"Martin","Martin","Martin County","21159","KY","Kentucky","37.8016","-82.5132","11421"
"Montgomery","Montgomery","Montgomery County","29139","MO","Missouri","38.9415","-91.4702","11414"
"Greensville","Greensville","Greensville County","51081","VA","Virginia","36.6759","-77.5596","11403"
"Wabash","Wabash","Wabash County","17185","IL","Illinois","38.4461","-87.8443","11390"
"Rio Grande","Rio Grande","Rio Grande County","08105","CO","Colorado","37.5825","-106.3832","11300"
"Cherokee","Cherokee","Cherokee County","19035","IA","Iowa","42.7356","-95.6238","11281"
"Cottonwood","Cottonwood","Cottonwood County","27033","MN","Minnesota","44.0071","-95.1812","11279"
"Noble","Noble","Noble County","40103","OK","Oklahoma","36.3886","-97.2305","11263"
"Nantucket","Nantucket","Nantucket County","25019","MA","Massachusetts","41.2831","-70.0692","11212"
"Sussex","Sussex","Sussex County","51183","VA","Virginia","36.9218","-77.2618","11202"
"Duval","Duval","Duval County","48131","TX","Texas","27.6814","-98.5089","11194"
"Pulaski","Pulaski","Pulaski County","13235","GA","Georgia","32.2323","-83.4760","11185"
"Jefferson Davis","Jefferson Davis","Jefferson Davis County","28065","MS","Mississippi","31.5697","-89.8230","11182"
"Fergus","Fergus","Fergus County","30027","MT","Montana","47.2636","-109.2245","11167"
"Clay","Clay","Clay County","37043","NC","North Carolina","35.0572","-83.7502","11150"
"Bacon","Bacon","Bacon County","13005","GA","Georgia","31.5537","-82.4527","11140"
"Madison","Madison","Madison Parish","22065","LA","Louisiana","32.3644","-91.2427","11137"
"Louisa","Louisa","Louisa County","19115","IA","Iowa","41.2185","-91.2596","11125"
"Pope","Pope","Pope County","27121","MN","Minnesota","45.5860","-95.4445","11107"
"Iron","Iron","Iron County","26071","MI","Michigan","46.2087","-88.5306","11099"
"Richland","Richland","Richland County","30083","MT","Montana","47.7879","-104.5614","11097"
"Roosevelt","Roosevelt","Roosevelt County","30085","MT","Montana","48.2945","-105.0164","11091"
"Valley","Valley","Valley County","16085","ID","Idaho","44.7666","-115.5663","11085"
"Alleghany","Alleghany","Alleghany County","37005","NC","North Carolina","36.4916","-81.1270","11085"
"Washita","Washita","Washita County","40149","OK","Oklahoma","35.2904","-98.9922","11066"
"Pushmataha","Pushmataha","Pushmataha County","40127","OK","Oklahoma","34.4162","-95.3759","11055"
"Johnston","Johnston","Johnston County","40069","OK","Oklahoma","34.3165","-96.6606","11028"
"Green","Green","Green County","21087","KY","Kentucky","37.2641","-85.5531","11000"
"Sierra","Sierra","Sierra County","35051","NM","New Mexico","33.1305","-107.1924","10988"
"Essex","Essex","Essex County","51057","VA","Virginia","37.9435","-76.9516","10960"
"West Carroll","West Carroll","West Carroll Parish","22123","LA","Louisiana","32.7885","-91.4568","10934"
"Trousdale","Trousdale","Trousdale County","47169","TN","Tennessee","36.3921","-86.1568","10910"
"Watonwan","Watonwan","Watonwan County","27165","MN","Minnesota","43.9784","-94.6141","10903"
"Owen","Owen","Owen County","21187","KY","Kentucky","38.5197","-84.8281","10847"
"Box Butte","Box Butte","Box Butte County","31013","NE","Nebraska","42.2198","-103.0857","10845"
"Candler","Candler","Candler County","13043","GA","Georgia","32.4034","-82.0737","10834"
"Bradley","Bradley","Bradley County","05011","AR","Arkansas","33.4664","-92.1624","10805"
"Custer","Custer","Custer County","31041","NE","Nebraska","41.3943","-99.7262","10788"
"Cumberland","Cumberland","Cumberland County","17035","IL","Illinois","39.2733","-88.2402","10787"
"Mackinac","Mackinac","Mackinac County","26097","MI","Michigan","46.0805","-85.0867","10781"
"Franklin","Franklin","Franklin County","48159","TX","Texas","33.1755","-95.2184","10767"
"Lincoln","Lincoln","Lincoln County","53043","WA","Washington","47.5762","-118.4187","10732"
"Switzerland","Switzerland","Switzerland County","18155","IN","Indiana","38.8262","-85.0369","10727"
"Red Willow","Red Willow","Red Willow County","31145","NE","Nebraska","40.1758","-100.4769","10725"
"Pike","Pike","Pike County","05109","AR","Arkansas","34.1635","-93.6564","10714"
"Hancock","Hancock","Hancock County","19081","IA","Iowa","43.0819","-93.7343","10709"
"Guthrie","Guthrie","Guthrie County","19077","IA","Iowa","41.6838","-94.5011","10702"
"Coosa","Coosa","Coosa County","01037","AL","Alabama","32.9362","-86.2477","10696"
"Carroll","Carroll","Carroll County","21041","KY","Kentucky","38.6678","-85.1236","10691"
"Carbon","Carbon","Carbon County","30009","MT","Montana","45.2274","-109.0279","10689"
"Lancaster","Lancaster","Lancaster County","51103","VA","Virginia","37.7345","-76.4632","10686"
"Colfax","Colfax","Colfax County","31037","NE","Nebraska","41.5740","-97.0865","10681"
"Evans","Evans","Evans County","13109","GA","Georgia","32.1568","-81.8869","10671"
"Camden","Camden","Camden County","37029","NC","North Carolina","36.3877","-76.2064","10654"
"Middlesex","Middlesex","Middlesex County","51119","VA","Virginia","37.6303","-76.5697","10642"
"Walsh","Walsh","Walsh County","38099","ND","North Dakota","48.3695","-97.7213","10642"
"Monroe","Monroe","Monroe County","21171","KY","Kentucky","36.7122","-85.7165","10616"
"Barnes","Barnes","Barnes County","38003","ND","North Dakota","46.9361","-98.0715","10592"
"Mitchell","Mitchell","Mitchell County","19131","IA","Iowa","43.3564","-92.7890","10588"
"Crawford","Crawford","Crawford County","18025","IN","Indiana","38.2924","-86.4517","10582"
"Lake","Lake","Lake County","27075","MN","Minnesota","47.6410","-91.4458","10571"
"Noxubee","Noxubee","Noxubee County","28103","MS","Mississippi","33.1101","-88.5697","10566"
"Oregon","Oregon","Oregon County","29149","MO","Missouri","36.6867","-91.4034","10561"
"Wilcox","Wilcox","Wilcox County","01131","AL","Alabama","31.9893","-87.3082","10552"
"Lanier","Lanier","Lanier County","13173","GA","Georgia","31.0379","-83.0627","10534"
"Winnebago","Winnebago","Winnebago County","19189","IA","Iowa","43.3776","-93.7342","10474"
"Sabine","Sabine","Sabine County","48403","TX","Texas","31.3432","-93.8518","10470"
"Chattahoochee","Chattahoochee","Chattahoochee County","13053","GA","Georgia","32.3470","-84.7870","10470"
"Clay","Clay","Clay County","48077","TX","Texas","33.7855","-98.2085","10444"
"Chicot","Chicot","Chicot County","05017","AR","Arkansas","33.2670","-91.2937","10433"
"Alcona","Alcona","Alcona County","26001","MI","Michigan","44.6854","-83.5937","10396"
"Mountrail","Mountrail","Mountrail County","38061","ND","North Dakota","48.2013","-102.3557","10348"
"Perry","Perry","Perry County","05105","AR","Arkansas","34.9476","-92.9312","10342"
"Roberts","Roberts","Roberts County","46109","SD","South Dakota","45.6296","-96.9461","10310"
"Todd","Todd","Todd County","46121","SD","South Dakota","43.1934","-100.7185","10308"
"Butte","Butte","Butte County","46019","SD","South Dakota","44.9058","-103.5080","10295"
"Runnels","Runnels","Runnels County","48399","TX","Texas","31.8311","-99.9762","10280"
"Scott","Scott","Scott County","05127","AR","Arkansas","34.8607","-94.0633","10269"
"Ralls","Ralls","Ralls County","29173","MO","Missouri","39.5277","-91.5220","10258"
"Nowata","Nowata","Nowata County","40105","OK","Oklahoma","36.7985","-95.6174","10243"
"Latimer","Latimer","Latimer County","40077","OK","Oklahoma","34.8760","-95.2504","10239"
"Dimmit","Dimmit","Dimmit County","48127","TX","Texas","28.4226","-99.7567","10232"
"St. Helena","St. Helena","St. Helena Parish","22091","LA","Louisiana","30.8219","-90.7103","10227"
"Early","Early","Early County","13099","GA","Georgia","31.3228","-84.9037","10218"
"Clinton","Clinton","Clinton County","21053","KY","Kentucky","36.7275","-85.1361","10175"
"Bullock","Bullock","Bullock County","01011","AL","Alabama","32.1005","-85.7157","10173"
"Martin","Martin","Martin County","18101","IN","Indiana","38.7080","-86.8031","10169"
"Keokuk","Keokuk","Keokuk County","19107","IA","Iowa","41.3365","-92.1786","10163"
"Iron","Iron","Iron County","29093","MO","Missouri","37.5552","-90.7735","10150"
"Washington","Washington","Washington County","16087","ID","Idaho","44.4524","-116.7847","10128"
"Love","Love","Love County","40085","OK","Oklahoma","33.9499","-97.2441","10128"
"Holt","Holt","Holt County","31089","NE","Nebraska","42.4557","-98.7838","10123"
"Nemaha","Nemaha","Nemaha County","20131","KS","Kansas","39.7834","-96.0141","10109"
"Emery","Emery","Emery County","49015","UT","Utah","38.9967","-110.7007","10099"
"Franklin","Franklin","Franklin County","19069","IA","Iowa","42.7325","-93.2625","10091"
"Leslie","Leslie","Leslie County","21131","KY","Kentucky","37.0941","-83.3811","10081"
"Metcalfe","Metcalfe","Metcalfe County","21169","KY","Kentucky","36.9905","-85.6292","10062"
"Howard","Howard","Howard County","29089","MO","Missouri","39.1425","-92.6963","10022"
"Montgomery","Montgomery","Montgomery County","19137","IA","Iowa","41.0301","-95.1564","10016"
"Yuma","Yuma","Yuma County","08125","CO","Colorado","40.0029","-102.4243","10013"
"Nome","Nome","Nome Census Area","02180","AK","Alaska","64.9111","-164.0273","10009"
"Marion","Marion","Marion County","48315","TX","Texas","32.7980","-94.3571","9987"
"Carroll","Carroll","Carroll County","28015","MS","Mississippi","33.4485","-89.9202","9972"
"Caldwell","Caldwell","Caldwell Parish","22021","LA","Louisiana","32.0924","-92.1166","9959"
"Montgomery","Montgomery","Montgomery County","28097","MS","Mississippi","33.4941","-89.6164","9956"
"Lowndes","Lowndes","Lowndes County","01085","AL","Alabama","32.1547","-86.6501","9936"
"Ochiltree","Ochiltree","Ochiltree County","48357","TX","Texas","36.2784","-100.8157","9907"
"Lewis","Lewis","Lewis County","29111","MO","Missouri","40.0969","-91.7221","9898"
"Grundy","Grundy","Grundy County","29079","MO","Missouri","40.1139","-93.5653","9885"
"Jackson","Jackson","Jackson County","27063","MN","Minnesota","43.6742","-95.1541","9873"
"Cumberland","Cumberland","Cumberland County","51049","VA","Virginia","37.5121","-78.2449","9869"
"Sublette","Sublette","Sublette County","56035","WY","Wyoming","42.7669","-109.9147","9865"
"Kemper","Kemper","Kemper County","28069","MS","Mississippi","32.7546","-88.6412","9829"
"Tunica","Tunica","Tunica County","28143","MS","Mississippi","34.6507","-90.3750","9807"
"Wilkes","Wilkes","Wilkes County","13317","GA","Georgia","33.7819","-82.7432","9797"
"Yellow Medicine","Yellow Medicine","Yellow Medicine County","27173","MN","Minnesota","44.7163","-95.8684","9775"
"Stevens","Stevens","Stevens County","27149","MN","Minnesota","45.5861","-96.0003","9770"
"Ritchie","Ritchie","Ritchie County","54085","WV","West Virginia","39.1783","-81.0630","9747"
"Webster","Webster","Webster County","28155","MS","Mississippi","33.6131","-89.2848","9727"
"Johnson","Johnson","Johnson County","13167","GA","Georgia","32.7015","-82.6601","9717"
"Marshall","Marshall","Marshall County","20117","KS","Kansas","39.7836","-96.5229","9713"
"Sac","Sac","Sac County","19161","IA","Iowa","42.3863","-95.1054","9711"
"Grand","Grand","Grand County","49019","UT","Utah","38.9820","-109.5699","9698"
"Linn","Linn","Linn County","20107","KS","Kansas","38.2123","-94.8430","9687"
"Calhoun","Calhoun","Calhoun County","19025","IA","Iowa","42.3852","-94.6404","9656"
"Parmer","Parmer","Parmer County","48369","TX","Texas","34.5300","-102.7845","9639"
"Catahoula","Catahoula","Catahoula Parish","22025","LA","Louisiana","31.6662","-91.8470","9586"
"Brown","Brown","Brown County","20013","KS","Kansas","39.8265","-95.5642","9575"
"White Pine","White Pine","White Pine County","32033","NV","Nevada","39.4422","-114.9017","9570"
"Stillwater","Stillwater","Stillwater County","30095","MT","Montana","45.6690","-109.3952","9562"
"Jasper","Jasper","Jasper County","17079","IL","Illinois","39.0100","-88.1538","9547"
"Clear Creek","Clear Creek","Clear Creek County","08019","CO","Colorado","39.6891","-105.6444","9533"
"Rice","Rice","Rice County","20159","KS","Kansas","38.3472","-98.2010","9532"
"McLean","McLean","McLean County","38055","ND","North Dakota","47.6069","-101.3218","9531"
"Blaine","Blaine","Blaine County","40011","OK","Oklahoma","35.8752","-98.4334","9521"
"Humboldt","Humboldt","Humboldt County","19091","IA","Iowa","42.7764","-94.2072","9518"
"McCormick","McCormick","McCormick County","45065","SC","South Carolina","33.8995","-82.3100","9495"
"Greenlee","Greenlee","Greenlee County","04011","AZ","Arizona","33.2152","-109.2402","9465"
"St. Clair","St. Clair","St. Clair County","29185","MO","Missouri","38.0372","-93.7760","9455"
"Beaverhead","Beaverhead","Beaverhead County","30001","MT","Montana","45.1327","-112.8988","9454"
"Jones","Jones","Jones County","37103","NC","North Carolina","35.0217","-77.3552","9453"
"Hickory","Hickory","Hickory County","29085","MO","Missouri","37.9408","-93.3207","9452"
"Cheyenne","Cheyenne","Cheyenne County","31033","NE","Nebraska","41.2197","-102.9950","9428"
"Wayne","Wayne","Wayne County","31179","NE","Nebraska","42.2093","-97.1193","9388"
"Rock","Rock","Rock County","27133","MN","Minnesota","43.6747","-96.2532","9386"
"Clarke","Clarke","Clarke County","19039","IA","Iowa","41.0290","-93.7852","9383"
"Irwin","Irwin","Irwin County","13155","GA","Georgia","31.6023","-83.2764","9379"
"North Slope","North Slope","North Slope Borough","02185","AK","Alaska","69.3122","-153.4811","9375"
"Stephens","Stephens","Stephens County","48429","TX","Texas","32.7359","-98.8362","9358"
"Marshall","Marshall","Marshall County","27089","MN","Minnesota","48.3581","-96.3685","9353"
"Swift","Swift","Swift County","27151","MN","Minnesota","45.2827","-95.6815","9329"
"Pratt","Pratt","Pratt County","20151","KS","Kansas","37.6477","-98.7396","9324"
"Charles Mix","Charles Mix","Charles Mix County","46023","SD","South Dakota","43.2079","-98.5879","9324"
"Emmet","Emmet","Emmet County","19063","IA","Iowa","43.3780","-94.6785","9322"
"Montmorency","Montmorency","Montmorency County","26119","MI","Michigan","45.0276","-84.1272","9270"
"Brewster","Brewster","Brewster County","48043","TX","Texas","29.8119","-103.2517","9231"
"Benewah","Benewah","Benewah County","16009","ID","Idaho","47.2175","-116.6587","9231"
"Hamilton","Hamilton","Hamilton County","31081","NE","Nebraska","40.8730","-98.0229","9219"
"McLean","McLean","McLean County","21149","KY","Kentucky","37.5292","-87.2636","9202"
"Howard","Howard","Howard County","19089","IA","Iowa","43.3568","-92.3172","9201"
"Livingston","Livingston","Livingston County","21139","KY","Kentucky","37.2096","-88.3537","9172"
"Pipestone","Pipestone","Pipestone County","27117","MN","Minnesota","44.0230","-96.2587","9163"
"Deer Lodge","Deer Lodge","Deer Lodge County","30023","MT","Montana","46.0608","-113.0678","9153"
"Ozark","Ozark","Ozark County","29153","MO","Missouri","36.6493","-92.4447","9138"
"Perry","Perry","Perry County","01105","AL","Alabama","32.6384","-87.2944","9104"
"Alger","Alger","Alger County","26003","MI","Michigan","46.4086","-86.6040","9098"
"Montgomery","Montgomery","Montgomery County","13209","GA","Georgia","32.1734","-82.5348","9069"
"Rosebud","Rosebud","Rosebud County","30087","MT","Montana","46.2297","-106.7307","9065"
"Caldwell","Caldwell","Caldwell County","29025","MO","Missouri","39.6557","-93.9827","9052"
"Phelps","Phelps","Phelps County","31137","NE","Nebraska","40.5111","-99.4146","9050"
"Claiborne","Claiborne","Claiborne County","28021","MS","Mississippi","31.9737","-90.9118","9042"
"Forest","Forest","Forest County","55041","WI","Wisconsin","45.6673","-88.7704","9003"
"Davis","Davis","Davis County","19051","IA","Iowa","40.7477","-92.4097","8977"
"Montgomery","Montgomery","Montgomery County","05097","AR","Arkansas","34.5389","-93.6595","8964"
"Lee","Lee","Lee County","05077","AR","Arkansas","34.7805","-90.7808","8963"
"Somervell","Somervell","Somervell County","48425","TX","Texas","32.2222","-97.7744","8958"
"Richmond","Richmond","Richmond County","51159","VA","Virginia","37.9434","-76.7269","8951"
"Wilkinson","Wilkinson","Wilkinson County","13319","GA","Georgia","32.8024","-83.1712","8945"
"Palo Alto","Palo Alto","Palo Alto County","19147","IA","Iowa","43.0821","-94.6781","8941"
"Crittenden","Crittenden","Crittenden County","21055","KY","Kentucky","37.3527","-88.0972","8940"
"Greene","Greene","Greene County","19073","IA","Iowa","42.0363","-94.3968","8923"
"Woods","Woods","Woods County","40151","OK","Oklahoma","36.7669","-98.8651","8914"
"Jack","Jack","Jack County","48237","TX","Texas","33.2335","-98.1725","8888"
"Cuming","Cuming","Cuming County","31039","NE","Nebraska","41.9164","-96.7874","8882"
"Clearwater","Clearwater","Clearwater County","27029","MN","Minnesota","47.5776","-95.3790","8872"
"Modoc","Modoc","Modoc County","06049","CA","California","41.5898","-120.7250","8853"
"Cloud","Cloud","Cloud County","20029","KS","Kansas","39.4803","-97.6493","8831"
"Custer","Custer","Custer County","46033","SD","South Dakota","43.6776","-103.4515","8826"
"Dawson","Dawson","Dawson County","30021","MT","Montana","47.2664","-104.8995","8824"
"Kiowa","Kiowa","Kiowa County","40075","OK","Oklahoma","34.9164","-98.9809","8816"
"Maries","Maries","Maries County","29125","MO","Missouri","38.1616","-91.9249","8791"
"Allendale","Allendale","Allendale County","45005","SC","South Carolina","32.9881","-81.3582","8789"
"Jenkins","Jenkins","Jenkins County","13165","GA","Georgia","32.7925","-81.9635","8787"
"Mathews","Mathews","Mathews County","51115","VA","Virginia","37.4354","-76.3437","8760"
"Gallatin","Gallatin","Gallatin County","21077","KY","Kentucky","38.7569","-84.8593","8760"
"Archer","Archer","Archer County","48009","TX","Texas","33.6153","-98.6877","8754"
"Hancock","Hancock","Hancock County","21091","KY","Kentucky","37.8415","-86.7779","8748"
"Tyler","Tyler","Tyler County","54095","WV","West Virginia","39.4653","-80.8848","8736"
"Clearwater","Clearwater","Clearwater County","16035","ID","Idaho","46.6737","-115.6567","8735"
"Wilkinson","Wilkinson","Wilkinson County","28157","MS","Mississippi","31.1611","-91.3109","8727"
"Carroll","Carroll","Carroll County","29033","MO","Missouri","39.4270","-93.5052","8723"
"Wilcox","Wilcox","Wilcox County","13315","GA","Georgia","31.9729","-83.4323","8701"
"Benton","Benton","Benton County","18007","IN","Indiana","40.6063","-87.3109","8695"
"Dawes","Dawes","Dawes County","31045","NE","Nebraska","42.7198","-103.1354","8685"
"Monona","Monona","Monona County","19133","IA","Iowa","42.0517","-95.9599","8675"
"Terrell","Terrell","Terrell County","13273","GA","Georgia","31.7770","-84.4370","8654"
"Monroe","Monroe","Monroe County","29137","MO","Missouri","39.4955","-92.0007","8630"
"Yoakum","Yoakum","Yoakum County","48501","TX","Texas","33.1730","-102.8278","8612"
"Wilson","Wilson","Wilson County","20205","KS","Kansas","37.5592","-95.7434","8600"
"Clay","Clay","Clay County","54015","WV","West Virginia","38.4625","-81.0751","8599"
"Lafayette","Lafayette","Lafayette County","12067","FL","Florida","29.9855","-83.1811","8576"
"Platte","Platte","Platte County","56031","WY","Wyoming","42.1332","-104.9659","8572"
"Sitka","Sitka","Sitka City and Borough","02220","AK","Alaska","57.2401","-135.3152","8569"
"Lucas","Lucas","Lucas County","19117","IA","Iowa","41.0294","-93.3277","8556"
"Madison","Madison","Madison County","30057","MT","Montana","45.3007","-111.9203","8530"
"Trimble","Trimble","Trimble County","21223","KY","Kentucky","38.6130","-85.3375","8528"
"Johnson","Johnson","Johnson County","56019","WY","Wyoming","44.0388","-106.5847","8518"
"Graham","Graham","Graham County","37075","NC","North Carolina","35.3502","-83.8335","8501"
"Hancock","Hancock","Hancock County","13141","GA","Georgia","33.2704","-83.0007","8500"
"Doddridge","Doddridge","Doddridge County","54017","WV","West Virginia","39.2692","-80.7070","8499"
"Cedar","Cedar","Cedar County","31027","NE","Nebraska","42.5993","-97.2524","8483"
"Red River","Red River","Red River Parish","22081","LA","Louisiana","32.0931","-93.3398","8462"
"Marion","Marion","Marion County","13197","GA","Georgia","32.3535","-84.5246","8450"
"Hamilton","Hamilton","Hamilton County","48193","TX","Texas","31.7048","-98.1107","8434"
"Harrison","Harrison","Harrison County","29081","MO","Missouri","40.3547","-93.9921","8427"
"Knox","Knox","Knox County","31107","NE","Nebraska","42.6368","-97.8919","8400"
"Pocahontas","Pocahontas","Pocahontas County","54075","WV","West Virginia","38.3318","-80.0078","8382"
"Mercer","Mercer","Mercer County","38057","ND","North Dakota","47.3092","-101.8315","8359"
"Baraga","Baraga","Baraga County","26013","MI","Michigan","46.6626","-88.3652","8337"
"Liberty","Liberty","Liberty County","12077","FL","Florida","30.2414","-84.8829","8333"
"Turner","Turner","Turner County","46125","SD","South Dakota","43.3109","-97.1487","8325"
"Atkinson","Atkinson","Atkinson County","13003","GA","Georgia","31.2971","-82.8801","8311"
"Bracken","Bracken","Bracken County","21023","KY","Kentucky","38.6888","-84.0902","8308"
"Kusilvak","Kusilvak","Kusilvak Census Area","02158","AK","Alaska","62.1550","-163.3826","8298"
"Daviess","Daviess","Daviess County","29061","MO","Missouri","39.9608","-93.9855","8294"
"Webster","Webster","Webster County","54101","WV","West Virginia","38.4947","-80.4219","8289"
"Oscoda","Oscoda","Oscoda County","26135","MI","Michigan","44.6818","-84.1298","8282"
"Coleman","Coleman","Coleman County","48083","TX","Texas","31.7732","-99.4536","8281"
"Benton","Benton","Benton County","28009","MS","Mississippi","34.8173","-89.1885","8275"
"Quay","Quay","Quay County","35037","NM","New Mexico","35.1043","-103.5498","8265"
"San Augustine","San Augustine","San Augustine County","48405","TX","Texas","31.3942","-94.1682","8260"
"Mitchell","Mitchell","Mitchell County","48335","TX","Texas","32.3062","-100.9212","8256"
"Nevada","Nevada","Nevada County","05099","AR","Arkansas","33.6640","-93.3072","8249"
"Murray","Murray","Murray County","27101","MN","Minnesota","44.0221","-95.7633","8247"
"Lyon","Lyon","Lyon County","21143","KY","Kentucky","37.0191","-88.0833","8226"
"Greene","Greene","Greene County","01063","AL","Alabama","32.8531","-87.9522","8221"
"Warren","Warren","Warren County","18171","IN","Indiana","40.3469","-87.3533","8219"
"Seminole","Seminole","Seminole County","13253","GA","Georgia","30.9388","-84.8688","8218"
"Coffey","Coffey","Coffey County","20031","KS","Kansas","38.2369","-95.7341","8218"
"Shannon","Shannon","Shannon County","29203","MO","Missouri","37.1574","-91.4005","8207"
"Choctaw","Choctaw","Choctaw County","28019","MS","Mississippi","33.3473","-89.2484","8206"
"Houston","Houston","Houston County","47083","TN","Tennessee","36.2860","-87.7170","8201"
"Humphreys","Humphreys","Humphreys County","28053","MS","Mississippi","33.1287","-90.5266","8198"
"Twiggs","Twiggs","Twiggs County","13289","GA","Georgia","32.6672","-83.4271","8195"
"Hamilton","Hamilton","Hamilton County","17065","IL","Illinois","38.0815","-88.5391","8151"
"Prairie","Prairie","Prairie County","05117","AR","Arkansas","34.8298","-91.5528","8138"
"Conejos","Conejos","Conejos County","08021","CO","Colorado","37.2007","-106.1916","8130"
"Taylor","Taylor","Taylor County","13269","GA","Georgia","32.5555","-84.2505","8126"
